Year,Nation,iso_code3,exports_enfu_pj_fuel_crude
2043,Jordan,JOR,0.0
2044,Jordan,JOR,0.0
2045,Jordan,JOR,0.0
2046,Jordan,JOR,0.0
2047,Jordan,JOR,0.0
2048,Jordan,JOR,0.0
2049,Jordan,JOR,0.0
2050,Jordan,JOR,0.0
2018,Kazakhstan,KAZ,2616.789
2019,Kazakhstan,KAZ,2616.789
2020,Kazakhstan,KAZ,2616.789
2021,Kazakhstan,KAZ,2616.789
2022,Kazakhstan,KAZ,2616.789
2023,Kazakhstan,KAZ,2616.789
2024,Kazakhstan,KAZ,2616.789
2025,Kazakhstan,KAZ,2616.789
2026,Kazakhstan,KAZ,2616.789
2027,Kazakhstan,KAZ,2616.789
2028,Kazakhstan,KAZ,2616.789
2029,Kazakhstan,KAZ,2616.789
2030,Kazakhstan,KAZ,2616.789
2031,Kazakhstan,KAZ,2616.789
2032,Kazakhstan,KAZ,2616.789
2033,Kazakhstan,KAZ,2616.789
2034,Kazakhstan,KAZ,2616.789
2035,Kazakhstan,KAZ,2616.789
2036,Kazakhstan,KAZ,2616.789
2037,Kazakhstan,KAZ,2616.789
2038,Kazakhstan,KAZ,2616.789
2039,Kazakhstan,KAZ,2616.789
2040,Kazakhstan,KAZ,2616.789
2041,Kazakhstan,KAZ,2616.789
2042,Kazakhstan,KAZ,2616.789
2043,Kazakhstan,KAZ,2616.789
2044,Kazakhstan,KAZ,2616.789
2045,Kazakhstan,KAZ,2616.789
2046,Kazakhstan,KAZ,2616.789
2047,Kazakhstan,KAZ,2616.789
2048,Kazakhstan,KAZ,2616.789
2049,Kazakhstan,KAZ,2616.789
2050,Kazakhstan,KAZ,2616.789
2018,Kenya,KEN,0.0
2019,Kenya,KEN,0.0
2020,Kenya,KEN,0.0
2021,Kenya,KEN,0.0
2022,Kenya,KEN,0.0
2023,Kenya,KEN,0.0
2024,Kenya,KEN,0.0
2025,Kenya,KEN,0.0
2026,Kenya,KEN,0.0
2027,Kenya,KEN,0.0
2028,Kenya,KEN,0.0
2029,Kenya,KEN,0.0
2030,Kenya,KEN,0.0
2031,Kenya,KEN,0.0
2032,Kenya,KEN,0.0
2033,Kenya,KEN,0.0
2034,Kenya,KEN,0.0
2035,Kenya,KEN,0.0
2036,Kenya,KEN,0.0
2037,Kenya,KEN,0.0
2038,Kenya,KEN,0.0
2039,Kenya,KEN,0.0
2040,Kenya,KEN,0.0
2041,Kenya,KEN,0.0
2042,Kenya,KEN,0.0
2043,Kenya,KEN,0.0
2044,Kenya,KEN,0.0
2045,Kenya,KEN,0.0
2046,Kenya,KEN,0.0
2047,Kenya,KEN,0.0
2048,Kenya,KEN,0.0
2049,Kenya,KEN,0.0
2050,Kenya,KEN,0.0
2018,"Korea, Dem. People's Rep.",PRK,0.0
2019,"Korea, Dem. People's Rep.",PRK,0.0
2020,"Korea, Dem. People's Rep.",PRK,0.0
2021,"Korea, Dem. People's Rep.",PRK,0.0
2022,"Korea, Dem. People's Rep.",PRK,0.0
2023,"Korea, Dem. People's Rep.",PRK,0.0
2024,"Korea, Dem. People's Rep.",PRK,0.0
2025,"Korea, Dem. People's Rep.",PRK,0.0
2026,"Korea, Dem. People's Rep.",PRK,0.0
2027,"Korea, Dem. People's Rep.",PRK,0.0
2028,"Korea, Dem. People's Rep.",PRK,0.0
2029,"Korea, Dem. People's Rep.",PRK,0.0
2030,"Korea, Dem. People's Rep.",PRK,0.0
2031,"Korea, Dem. People's Rep.",PRK,0.0
2032,"Korea, Dem. People's Rep.",PRK,0.0
2033,"Korea, Dem. People's Rep.",PRK,0.0
2034,"Korea, Dem. People's Rep.",PRK,0.0
2035,"Korea, Dem. People's Rep.",PRK,0.0
2036,"Korea, Dem. People's Rep.",PRK,0.0
2037,"Korea, Dem. People's Rep.",PRK,0.0
2038,"Korea, Dem. People's Rep.",PRK,0.0
2039,"Korea, Dem. People's Rep.",PRK,0.0
2040,"Korea, Dem. People's Rep.",PRK,0.0
2041,"Korea, Dem. People's Rep.",PRK,0.0
2042,"Korea, Dem. People's Rep.",PRK,0.0
2043,"Korea, Dem. People's Rep.",PRK,0.0
2044,"Korea, Dem. People's Rep.",PRK,0.0
2045,"Korea, Dem. People's Rep.",PRK,0.0
2046,"Korea, Dem. People's Rep.",PRK,0.0
2047,"Korea, Dem. People's Rep.",PRK,0.0
2048,"Korea, Dem. People's Rep.",PRK,0.0
2049,"Korea, Dem. People's Rep.",PRK,0.0
2050,"Korea, Dem. People's Rep.",PRK,0.0
2018,"Korea, Rep.",KOR,21.857
2019,"Korea, Rep.",KOR,21.857
2020,"Korea, Rep.",KOR,21.857
2021,"Korea, Rep.",KOR,21.857
2022,"Korea, Rep.",KOR,21.857
2023,"Korea, Rep.",KOR,21.857
2024,"Korea, Rep.",KOR,21.857
2025,"Korea, Rep.",KOR,21.857
2026,"Korea, Rep.",KOR,21.857
2027,"Korea, Rep.",KOR,21.857
2028,"Korea, Rep.",KOR,21.857
2029,"Korea, Rep.",KOR,21.857
2030,"Korea, Rep.",KOR,21.857
2031,"Korea, Rep.",KOR,21.857
2032,"Korea, Rep.",KOR,21.857
2033,"Korea, Rep.",KOR,21.857
2034,"Korea, Rep.",KOR,21.857
2035,"Korea, Rep.",KOR,21.857
2036,"Korea, Rep.",KOR,21.857
2037,"Korea, Rep.",KOR,21.857
2038,"Korea, Rep.",KOR,21.857
2039,"Korea, Rep.",KOR,21.857
2040,"Korea, Rep.",KOR,21.857
2041,"Korea, Rep.",KOR,21.857
2042,"Korea, Rep.",KOR,21.857
2043,"Korea, Rep.",KOR,21.857
2044,"Korea, Rep.",KOR,21.857
2045,"Korea, Rep.",KOR,21.857
2046,"Korea, Rep.",KOR,21.857
2047,"Korea, Rep.",KOR,21.857
2048,"Korea, Rep.",KOR,21.857
2049,"Korea, Rep.",KOR,21.857
2050,"Korea, Rep.",KOR,21.857
2018,Kosovo,XKX,0.0
2019,Kosovo,XKX,0.0
2020,Kosovo,XKX,0.0
2021,Kosovo,XKX,0.0
2022,Kosovo,XKX,0.0
2023,Kosovo,XKX,0.0
2024,Kosovo,XKX,0.0
2025,Kosovo,XKX,0.0
2026,Kosovo,XKX,0.0
2027,Kosovo,XKX,0.0
2028,Kosovo,XKX,0.0
2029,Kosovo,XKX,0.0
2030,Kosovo,XKX,0.0
2031,Kosovo,XKX,0.0
2032,Kosovo,XKX,0.0
2033,Kosovo,XKX,0.0
2034,Kosovo,XKX,0.0
2035,Kosovo,XKX,0.0
2036,Kosovo,XKX,0.0
2037,Kosovo,XKX,0.0
2038,Kosovo,XKX,0.0
2039,Kosovo,XKX,0.0
2040,Kosovo,XKX,0.0
2041,Kosovo,XKX,0.0
2042,Kosovo,XKX,0.0
2043,Kosovo,XKX,0.0
2044,Kosovo,XKX,0.0
2045,Kosovo,XKX,0.0
2046,Kosovo,XKX,0.0
2047,Kosovo,XKX,0.0
2048,Kosovo,XKX,0.0
2049,Kosovo,XKX,0.0
2050,Kosovo,XKX,0.0
2018,Kuwait,KWT,4588.957
2019,Kuwait,KWT,4588.957
2020,Kuwait,KWT,4588.957
2021,Kuwait,KWT,4588.957
2022,Kuwait,KWT,4588.957
2023,Kuwait,KWT,4588.957
2024,Kuwait,KWT,4588.957
2025,Kuwait,KWT,4588.957
2026,Kuwait,KWT,4588.957
2027,Kuwait,KWT,4588.957
2028,Kuwait,KWT,4588.957
2029,Kuwait,KWT,4588.957
2030,Kuwait,KWT,4588.957
2031,Kuwait,KWT,4588.957
2032,Kuwait,KWT,4588.957
2033,Kuwait,KWT,4588.957
2034,Kuwait,KWT,4588.957
2035,Kuwait,KWT,4588.957
2036,Kuwait,KWT,4588.957
2037,Kuwait,KWT,4588.957
2038,Kuwait,KWT,4588.957
2039,Kuwait,KWT,4588.957
2040,Kuwait,KWT,4588.957
2041,Kuwait,KWT,4588.957
2042,Kuwait,KWT,4588.957
2043,Kuwait,KWT,4588.957
2044,Kuwait,KWT,4588.957
2045,Kuwait,KWT,4588.957
2046,Kuwait,KWT,4588.957
2047,Kuwait,KWT,4588.957
2048,Kuwait,KWT,4588.957
2049,Kuwait,KWT,4588.957
2050,Kuwait,KWT,4588.957
2018,Latvia,LVA,0.039
2019,Latvia,LVA,0.039
2020,Latvia,LVA,0.039
2021,Latvia,LVA,0.039
2022,Latvia,LVA,0.039
2023,Latvia,LVA,0.039
2024,Latvia,LVA,0.039
2025,Latvia,LVA,0.039
2026,Latvia,LVA,0.039
2027,Latvia,LVA,0.039
2028,Latvia,LVA,0.039
2029,Latvia,LVA,0.039
2030,Latvia,LVA,0.039
2031,Latvia,LVA,0.039
2032,Latvia,LVA,0.039
2033,Latvia,LVA,0.039
2034,Latvia,LVA,0.039
2035,Latvia,LVA,0.039
2036,Latvia,LVA,0.039
2037,Latvia,LVA,0.039
2038,Latvia,LVA,0.039
2039,Latvia,LVA,0.039
2040,Latvia,LVA,0.039
2041,Latvia,LVA,0.039
2042,Latvia,LVA,0.039
2043,Latvia,LVA,0.039
2044,Latvia,LVA,0.039
2045,Latvia,LVA,0.039
2046,Latvia,LVA,0.039
2047,Latvia,LVA,0.039
2048,Latvia,LVA,0.039
2049,Latvia,LVA,0.039
2050,Latvia,LVA,0.039
2018,Lebanon,LBN,0.0
2019,Lebanon,LBN,0.0
2020,Lebanon,LBN,0.0
2021,Lebanon,LBN,0.0
2022,Lebanon,LBN,0.0
2023,Lebanon,LBN,0.0
2024,Lebanon,LBN,0.0
2025,Lebanon,LBN,0.0
2026,Lebanon,LBN,0.0
2027,Lebanon,LBN,0.0
2028,Lebanon,LBN,0.0
2029,Lebanon,LBN,0.0
2030,Lebanon,LBN,0.0
2031,Lebanon,LBN,0.0
2032,Lebanon,LBN,0.0
2033,Lebanon,LBN,0.0
2034,Lebanon,LBN,0.0
2035,Lebanon,LBN,0.0
2036,Lebanon,LBN,0.0
2037,Lebanon,LBN,0.0
2038,Lebanon,LBN,0.0
2039,Lebanon,LBN,0.0
2040,Lebanon,LBN,0.0
2041,Lebanon,LBN,0.0
2042,Lebanon,LBN,0.0
2043,Lebanon,LBN,0.0
2044,Lebanon,LBN,0.0
2045,Lebanon,LBN,0.0
2046,Lebanon,LBN,0.0
2047,Lebanon,LBN,0.0
2048,Lebanon,LBN,0.0
2049,Lebanon,LBN,0.0
2050,Lebanon,LBN,0.0
2018,Libya,LBY,694.504
2019,Libya,LBY,694.504
2020,Libya,LBY,694.504
2021,Libya,LBY,694.504
2022,Libya,LBY,694.504
2023,Libya,LBY,694.504
2024,Libya,LBY,694.504
2025,Libya,LBY,694.504
2026,Libya,LBY,694.504
2027,Libya,LBY,694.504
2028,Libya,LBY,694.504
2029,Libya,LBY,694.504
2030,Libya,LBY,694.504
2031,Libya,LBY,694.504
2032,Libya,LBY,694.504
2033,Libya,LBY,694.504
2034,Libya,LBY,694.504
2035,Libya,LBY,694.504
2036,Libya,LBY,694.504
2037,Libya,LBY,694.504
2038,Libya,LBY,694.504
2039,Libya,LBY,694.504
2040,Libya,LBY,694.504
2041,Libya,LBY,694.504
2042,Libya,LBY,694.504
2043,Libya,LBY,694.504
2044,Libya,LBY,694.504
2045,Libya,LBY,694.504
2046,Libya,LBY,694.504
2047,Libya,LBY,694.504
2048,Libya,LBY,694.504
2049,Libya,LBY,694.504
2050,Libya,LBY,694.504
2018,Lithuania,LTU,2.242
2019,Lithuania,LTU,2.242
2020,Lithuania,LTU,2.242
2021,Lithuania,LTU,2.242
2022,Lithuania,LTU,2.242
2023,Lithuania,LTU,2.242
2024,Lithuania,LTU,2.242
2025,Lithuania,LTU,2.242
2026,Lithuania,LTU,2.242
2027,Lithuania,LTU,2.242
2028,Lithuania,LTU,2.242
2029,Lithuania,LTU,2.242
2030,Lithuania,LTU,2.242
2031,Lithuania,LTU,2.242
2032,Lithuania,LTU,2.242
2033,Lithuania,LTU,2.242
2034,Lithuania,LTU,2.242
2035,Lithuania,LTU,2.242
2036,Lithuania,LTU,2.242
2037,Lithuania,LTU,2.242
2038,Lithuania,LTU,2.242
2039,Lithuania,LTU,2.242
2040,Lithuania,LTU,2.242
2041,Lithuania,LTU,2.242
2042,Lithuania,LTU,2.242
2043,Lithuania,LTU,2.242
2044,Lithuania,LTU,2.242
2045,Lithuania,LTU,2.242
2046,Lithuania,LTU,2.242
2047,Lithuania,LTU,2.242
2048,Lithuania,LTU,2.242
2049,Lithuania,LTU,2.242
2050,Lithuania,LTU,2.242
2018,Luxembourg,LUX,0.0
2019,Luxembourg,LUX,0.0
2020,Luxembourg,LUX,0.0
2021,Luxembourg,LUX,0.0
2022,Luxembourg,LUX,0.0
2023,Luxembourg,LUX,0.0
2024,Luxembourg,LUX,0.0
2025,Luxembourg,LUX,0.0
2026,Luxembourg,LUX,0.0
2027,Luxembourg,LUX,0.0
2028,Luxembourg,LUX,0.0
2029,Luxembourg,LUX,0.0
2030,Luxembourg,LUX,0.0
2031,Luxembourg,LUX,0.0
2032,Luxembourg,LUX,0.0
2033,Luxembourg,LUX,0.0
2034,Luxembourg,LUX,0.0
2035,Luxembourg,LUX,0.0
2036,Luxembourg,LUX,0.0
2037,Luxembourg,LUX,0.0
2038,Luxembourg,LUX,0.0
2039,Luxembourg,LUX,0.0
2040,Luxembourg,LUX,0.0
2041,Luxembourg,LUX,0.0
2042,Luxembourg,LUX,0.0
2043,Luxembourg,LUX,0.0
2044,Luxembourg,LUX,0.0
2045,Luxembourg,LUX,0.0
2046,Luxembourg,LUX,0.0
2047,Luxembourg,LUX,0.0
2048,Luxembourg,LUX,0.0
2049,Luxembourg,LUX,0.0
2050,Luxembourg,LUX,0.0
2018,Malaysia,MYS,697.178
2019,Malaysia,MYS,697.178
2020,Malaysia,MYS,697.178
2021,Malaysia,MYS,697.178
2022,Malaysia,MYS,697.178
2023,Malaysia,MYS,697.178
2024,Malaysia,MYS,697.178
2025,Malaysia,MYS,697.178
2026,Malaysia,MYS,697.178
2027,Malaysia,MYS,697.178
2028,Malaysia,MYS,697.178
2029,Malaysia,MYS,697.178
2030,Malaysia,MYS,697.178
2031,Malaysia,MYS,697.178
2032,Malaysia,MYS,697.178
2033,Malaysia,MYS,697.178
2034,Malaysia,MYS,697.178
2035,Malaysia,MYS,697.178
2036,Malaysia,MYS,697.178
2037,Malaysia,MYS,697.178
2038,Malaysia,MYS,697.178
2039,Malaysia,MYS,697.178
2040,Malaysia,MYS,697.178
2041,Malaysia,MYS,697.178
2042,Malaysia,MYS,697.178
2043,Malaysia,MYS,697.178
2044,Malaysia,MYS,697.178
2045,Malaysia,MYS,697.178
2046,Malaysia,MYS,697.178
2047,Malaysia,MYS,697.178
2048,Malaysia,MYS,697.178
2049,Malaysia,MYS,697.178
2050,Malaysia,MYS,697.178
2018,Malta,MLT,0.0
2019,Malta,MLT,0.0
2020,Malta,MLT,0.0
2021,Malta,MLT,0.0
2022,Malta,MLT,0.0
2023,Malta,MLT,0.0
2024,Malta,MLT,0.0
2025,Malta,MLT,0.0
2026,Malta,MLT,0.0
2027,Malta,MLT,0.0
2028,Malta,MLT,0.0
2029,Malta,MLT,0.0
2030,Malta,MLT,0.0
2031,Malta,MLT,0.0
2032,Malta,MLT,0.0
2033,Malta,MLT,0.0
2034,Malta,MLT,0.0
2035,Malta,MLT,0.0
2036,Malta,MLT,0.0
2037,Malta,MLT,0.0
2038,Malta,MLT,0.0
2039,Malta,MLT,0.0
2040,Malta,MLT,0.0
2041,Malta,MLT,0.0
2042,Malta,MLT,0.0
2043,Malta,MLT,0.0
2044,Malta,MLT,0.0
2045,Malta,MLT,0.0
2046,Malta,MLT,0.0
2047,Malta,MLT,0.0
2048,Malta,MLT,0.0
2049,Malta,MLT,0.0
2050,Malta,MLT,0.0
2018,Mauritius,MUS,0.0
2019,Mauritius,MUS,0.0
2020,Mauritius,MUS,0.0
2021,Mauritius,MUS,0.0
2022,Mauritius,MUS,0.0
2023,Mauritius,MUS,0.0
2024,Mauritius,MUS,0.0
2025,Mauritius,MUS,0.0
2026,Mauritius,MUS,0.0
2027,Mauritius,MUS,0.0
2028,Mauritius,MUS,0.0
2029,Mauritius,MUS,0.0
2030,Mauritius,MUS,0.0
2031,Mauritius,MUS,0.0
2032,Mauritius,MUS,0.0
2033,Mauritius,MUS,0.0
2034,Mauritius,MUS,0.0
2035,Mauritius,MUS,0.0
2036,Mauritius,MUS,0.0
2037,Mauritius,MUS,0.0
2038,Mauritius,MUS,0.0
2039,Mauritius,MUS,0.0
2040,Mauritius,MUS,0.0
2041,Mauritius,MUS,0.0
2042,Mauritius,MUS,0.0
2043,Mauritius,MUS,0.0
2044,Mauritius,MUS,0.0
2045,Mauritius,MUS,0.0
2046,Mauritius,MUS,0.0
2047,Mauritius,MUS,0.0
2048,Mauritius,MUS,0.0
2049,Mauritius,MUS,0.0
2050,Mauritius,MUS,0.0
2018,Mexico,MEX,2751.814
2019,Mexico,MEX,2751.814
2020,Mexico,MEX,2751.814
2021,Mexico,MEX,2751.814
2022,Mexico,MEX,2751.814
2023,Mexico,MEX,2751.814
2024,Mexico,MEX,2751.814
2025,Mexico,MEX,2751.814
2026,Mexico,MEX,2751.814
2027,Mexico,MEX,2751.814
2028,Mexico,MEX,2751.814
2029,Mexico,MEX,2751.814
2030,Mexico,MEX,2751.814
2031,Mexico,MEX,2751.814
2032,Mexico,MEX,2751.814
2033,Mexico,MEX,2751.814
2034,Mexico,MEX,2751.814
2035,Mexico,MEX,2751.814
2036,Mexico,MEX,2751.814
2037,Mexico,MEX,2751.814
2038,Mexico,MEX,2751.814
2039,Mexico,MEX,2751.814
2040,Mexico,MEX,2751.814
2041,Mexico,MEX,2751.814
2042,Mexico,MEX,2751.814
2043,Mexico,MEX,2751.814
2044,Mexico,MEX,2751.814
2045,Mexico,MEX,2751.814
2046,Mexico,MEX,2751.814
2047,Mexico,MEX,2751.814
2048,Mexico,MEX,2751.814
2049,Mexico,MEX,2751.814
2050,Mexico,MEX,2751.814
2018,Mongolia,MNG,46.293
2019,Mongolia,MNG,46.293
2020,Mongolia,MNG,46.293
2021,Mongolia,MNG,46.293
2022,Mongolia,MNG,46.293
2023,Mongolia,MNG,46.293
2024,Mongolia,MNG,46.293
2025,Mongolia,MNG,46.293
2026,Mongolia,MNG,46.293
2027,Mongolia,MNG,46.293
2028,Mongolia,MNG,46.293
2029,Mongolia,MNG,46.293
2030,Mongolia,MNG,46.293
2031,Mongolia,MNG,46.293
2032,Mongolia,MNG,46.293
2033,Mongolia,MNG,46.293
2034,Mongolia,MNG,46.293
2035,Mongolia,MNG,46.293
2036,Mongolia,MNG,46.293
2037,Mongolia,MNG,46.293
2038,Mongolia,MNG,46.293
2039,Mongolia,MNG,46.293
2040,Mongolia,MNG,46.293
2041,Mongolia,MNG,46.293
2042,Mongolia,MNG,46.293
2043,Mongolia,MNG,46.293
2044,Mongolia,MNG,46.293
2045,Mongolia,MNG,46.293
2046,Mongolia,MNG,46.293
2047,Mongolia,MNG,46.293
2048,Mongolia,MNG,46.293
2049,Mongolia,MNG,46.293
2050,Mongolia,MNG,46.293
2018,Montenegro,MNE,0.0
2019,Montenegro,MNE,0.0
2020,Montenegro,MNE,0.0
2021,Montenegro,MNE,0.0
2022,Montenegro,MNE,0.0
2023,Montenegro,MNE,0.0
2024,Montenegro,MNE,0.0
2025,Montenegro,MNE,0.0
2026,Montenegro,MNE,0.0
2027,Montenegro,MNE,0.0
2028,Montenegro,MNE,0.0
2029,Montenegro,MNE,0.0
2030,Montenegro,MNE,0.0
2031,Montenegro,MNE,0.0
2032,Montenegro,MNE,0.0
2033,Montenegro,MNE,0.0
2034,Montenegro,MNE,0.0
2035,Montenegro,MNE,0.0
2036,Montenegro,MNE,0.0
2037,Montenegro,MNE,0.0
2038,Montenegro,MNE,0.0
2039,Montenegro,MNE,0.0
2040,Montenegro,MNE,0.0
2041,Montenegro,MNE,0.0
2042,Montenegro,MNE,0.0
2043,Montenegro,MNE,0.0
2044,Montenegro,MNE,0.0
2045,Montenegro,MNE,0.0
2046,Montenegro,MNE,0.0
2047,Montenegro,MNE,0.0
2048,Montenegro,MNE,0.0
2049,Montenegro,MNE,0.0
2050,Montenegro,MNE,0.0
2018,Morocco,MAR,0.0
2019,Morocco,MAR,0.0
2020,Morocco,MAR,0.0
2021,Morocco,MAR,0.0
2022,Morocco,MAR,0.0
2023,Morocco,MAR,0.0
2024,Morocco,MAR,0.0
2025,Morocco,MAR,0.0
2026,Morocco,MAR,0.0
2027,Morocco,MAR,0.0
2028,Morocco,MAR,0.0
2029,Morocco,MAR,0.0
2030,Morocco,MAR,0.0
2031,Morocco,MAR,0.0
2032,Morocco,MAR,0.0
2033,Morocco,MAR,0.0
2034,Morocco,MAR,0.0
2035,Morocco,MAR,0.0
2036,Morocco,MAR,0.0
2037,Morocco,MAR,0.0
2038,Morocco,MAR,0.0
2039,Morocco,MAR,0.0
2040,Morocco,MAR,0.0
2041,Morocco,MAR,0.0
2042,Morocco,MAR,0.0
2043,Morocco,MAR,0.0
2044,Morocco,MAR,0.0
2045,Morocco,MAR,0.0
2046,Morocco,MAR,0.0
2047,Morocco,MAR,0.0
2048,Morocco,MAR,0.0
2049,Morocco,MAR,0.0
2050,Morocco,MAR,0.0
2018,Mozambique,MOZ,0.0
2019,Mozambique,MOZ,0.0
2020,Mozambique,MOZ,0.0
2021,Mozambique,MOZ,0.0
2022,Mozambique,MOZ,0.0
2023,Mozambique,MOZ,0.0
2024,Mozambique,MOZ,0.0
2025,Mozambique,MOZ,0.0
2026,Mozambique,MOZ,0.0
2027,Mozambique,MOZ,0.0
2028,Mozambique,MOZ,0.0
2029,Mozambique,MOZ,0.0
2030,Mozambique,MOZ,0.0
2031,Mozambique,MOZ,0.0
2032,Mozambique,MOZ,0.0
2033,Mozambique,MOZ,0.0
2034,Mozambique,MOZ,0.0
2035,Mozambique,MOZ,0.0
2036,Mozambique,MOZ,0.0
2037,Mozambique,MOZ,0.0
2038,Mozambique,MOZ,0.0
2039,Mozambique,MOZ,0.0
2040,Mozambique,MOZ,0.0
2041,Mozambique,MOZ,0.0
2042,Mozambique,MOZ,0.0
2043,Mozambique,MOZ,0.0
2044,Mozambique,MOZ,0.0
2045,Mozambique,MOZ,0.0
2046,Mozambique,MOZ,0.0
2047,Mozambique,MOZ,0.0
2048,Mozambique,MOZ,0.0
2049,Mozambique,MOZ,0.0
2050,Mozambique,MOZ,0.0
2018,Myanmar,MMR,6.083
2019,Myanmar,MMR,6.083
2020,Myanmar,MMR,6.083
2021,Myanmar,MMR,6.083
2022,Myanmar,MMR,6.083
2023,Myanmar,MMR,6.083
2024,Myanmar,MMR,6.083
2025,Myanmar,MMR,6.083
2026,Myanmar,MMR,6.083
2027,Myanmar,MMR,6.083
2028,Myanmar,MMR,6.083
2029,Myanmar,MMR,6.083
2030,Myanmar,MMR,6.083
2031,Myanmar,MMR,6.083
2032,Myanmar,MMR,6.083
2033,Myanmar,MMR,6.083
2034,Myanmar,MMR,6.083
2035,Myanmar,MMR,6.083
2036,Myanmar,MMR,6.083
2037,Myanmar,MMR,6.083
2038,Myanmar,MMR,6.083
2039,Myanmar,MMR,6.083
2040,Myanmar,MMR,6.083
2041,Myanmar,MMR,6.083
2042,Myanmar,MMR,6.083
2043,Myanmar,MMR,6.083
2044,Myanmar,MMR,6.083
2045,Myanmar,MMR,6.083
2046,Myanmar,MMR,6.083
2047,Myanmar,MMR,6.083
2048,Myanmar,MMR,6.083
2049,Myanmar,MMR,6.083
2050,Myanmar,MMR,6.083
2018,Namibia,NAM,0.0
2019,Namibia,NAM,0.0
2020,Namibia,NAM,0.0
2021,Namibia,NAM,0.0
2022,Namibia,NAM,0.0
2023,Namibia,NAM,0.0
2024,Namibia,NAM,0.0
2025,Namibia,NAM,0.0
2026,Namibia,NAM,0.0
2027,Namibia,NAM,0.0
2028,Namibia,NAM,0.0
2029,Namibia,NAM,0.0
2030,Namibia,NAM,0.0
2031,Namibia,NAM,0.0
2032,Namibia,NAM,0.0
2033,Namibia,NAM,0.0
2034,Namibia,NAM,0.0
2035,Namibia,NAM,0.0
2036,Namibia,NAM,0.0
2037,Namibia,NAM,0.0
2038,Namibia,NAM,0.0
2039,Namibia,NAM,0.0
2040,Namibia,NAM,0.0
2041,Namibia,NAM,0.0
2042,Namibia,NAM,0.0
2043,Namibia,NAM,0.0
2044,Namibia,NAM,0.0
2045,Namibia,NAM,0.0
2046,Namibia,NAM,0.0
2047,Namibia,NAM,0.0
2048,Namibia,NAM,0.0
2049,Namibia,NAM,0.0
2050,Namibia,NAM,0.0
2018,Nepal,NPL,0.0
2019,Nepal,NPL,0.0
2020,Nepal,NPL,0.0
2021,Nepal,NPL,0.0
2022,Nepal,NPL,0.0
2023,Nepal,NPL,0.0
2024,Nepal,NPL,0.0
2025,Nepal,NPL,0.0
2026,Nepal,NPL,0.0
2027,Nepal,NPL,0.0
2028,Nepal,NPL,0.0
2029,Nepal,NPL,0.0
2030,Nepal,NPL,0.0
2031,Nepal,NPL,0.0
2032,Nepal,NPL,0.0
2033,Nepal,NPL,0.0
2034,Nepal,NPL,0.0
2035,Nepal,NPL,0.0
2036,Nepal,NPL,0.0
2037,Nepal,NPL,0.0
2038,Nepal,NPL,0.0
2039,Nepal,NPL,0.0
2040,Nepal,NPL,0.0
2041,Nepal,NPL,0.0
2042,Nepal,NPL,0.0
2043,Nepal,NPL,0.0
2044,Nepal,NPL,0.0
2045,Nepal,NPL,0.0
2046,Nepal,NPL,0.0
2047,Nepal,NPL,0.0
2048,Nepal,NPL,0.0
2049,Nepal,NPL,0.0
2050,Nepal,NPL,0.0
2018,Netherlands,NLD,34.424
2019,Netherlands,NLD,34.424
2020,Netherlands,NLD,34.424
2021,Netherlands,NLD,34.424
2022,Netherlands,NLD,34.424
2023,Netherlands,NLD,34.424
2024,Netherlands,NLD,34.424
2025,Netherlands,NLD,34.424
2026,Netherlands,NLD,34.424
2027,Netherlands,NLD,34.424
2028,Netherlands,NLD,34.424
2029,Netherlands,NLD,34.424
2030,Netherlands,NLD,34.424
2031,Netherlands,NLD,34.424
2032,Netherlands,NLD,34.424
2033,Netherlands,NLD,34.424
2034,Netherlands,NLD,34.424
2035,Netherlands,NLD,34.424
2036,Netherlands,NLD,34.424
2037,Netherlands,NLD,34.424
2038,Netherlands,NLD,34.424
2039,Netherlands,NLD,34.424
2040,Netherlands,NLD,34.424
2041,Netherlands,NLD,34.424
2042,Netherlands,NLD,34.424
2043,Netherlands,NLD,34.424
2044,Netherlands,NLD,34.424
2045,Netherlands,NLD,34.424
2046,Netherlands,NLD,34.424
2047,Netherlands,NLD,34.424
2048,Netherlands,NLD,34.424
2049,Netherlands,NLD,34.424
2050,Netherlands,NLD,34.424
2018,New Zealand,NZL,65.92
2019,New Zealand,NZL,65.92
2020,New Zealand,NZL,65.92
2021,New Zealand,NZL,65.92
2022,New Zealand,NZL,65.92
2023,New Zealand,NZL,65.92
2024,New Zealand,NZL,65.92
2025,New Zealand,NZL,65.92
2026,New Zealand,NZL,65.92
2027,New Zealand,NZL,65.92
2028,New Zealand,NZL,65.92
2029,New Zealand,NZL,65.92
2030,New Zealand,NZL,65.92
2031,New Zealand,NZL,65.92
2032,New Zealand,NZL,65.92
2033,New Zealand,NZL,65.92
2034,New Zealand,NZL,65.92
2035,New Zealand,NZL,65.92
2036,New Zealand,NZL,65.92
2037,New Zealand,NZL,65.92
2038,New Zealand,NZL,65.92
2039,New Zealand,NZL,65.92
2040,New Zealand,NZL,65.92
2041,New Zealand,NZL,65.92
2042,New Zealand,NZL,65.92
2043,New Zealand,NZL,65.92
2044,New Zealand,NZL,65.92
2045,New Zealand,NZL,65.92
2046,New Zealand,NZL,65.92
2047,New Zealand,NZL,65.92
2048,New Zealand,NZL,65.92
