iso_code3,Nation,Year,pop_lvst_initial_sheep
IDN,Indonesia,2026,15615300.0
IDN,Indonesia,2027,15615300.0
IDN,Indonesia,2028,15615300.0
IDN,Indonesia,2029,15615300.0
IDN,Indonesia,2030,15615300.0
IDN,Indonesia,2031,15615300.0
IDN,Indonesia,2032,15615300.0
IDN,Indonesia,2033,15615300.0
IDN,Indonesia,2034,15615300.0
IDN,Indonesia,2035,15615300.0
IDN,Indonesia,2036,15615300.0
IDN,Indonesia,2037,15615300.0
IDN,Indonesia,2038,15615300.0
IDN,Indonesia,2039,15615300.0
IDN,Indonesia,2040,15615300.0
IDN,Indonesia,2041,15615300.0
IDN,Indonesia,2042,15615300.0
IDN,Indonesia,2043,15615300.0
IDN,Indonesia,2044,15615300.0
IDN,Indonesia,2045,15615300.0
IDN,Indonesia,2046,15615300.0
IDN,Indonesia,2047,15615300.0
IDN,Indonesia,2048,15615300.0
IDN,Indonesia,2049,15615300.0
IDN,Indonesia,2050,15615300.0
IND,India,2023,76754362.0
IND,India,2024,76754362.0
IND,India,2025,76754362.0
IND,India,2026,76754362.0
IND,India,2027,76754362.0
IND,India,2028,76754362.0
IND,India,2029,76754362.0
IND,India,2030,76754362.0
IND,India,2031,76754362.0
IND,India,2032,76754362.0
IND,India,2033,76754362.0
IND,India,2034,76754362.0
IND,India,2035,76754362.0
IND,India,2036,76754362.0
IND,India,2037,76754362.0
IND,India,2038,76754362.0
IND,India,2039,76754362.0
IND,India,2040,76754362.0
IND,India,2041,76754362.0
IND,India,2042,76754362.0
IND,India,2043,76754362.0
IND,India,2044,76754362.0
IND,India,2045,76754362.0
IND,India,2046,76754362.0
IND,India,2047,76754362.0
IND,India,2048,76754362.0
IND,India,2049,76754362.0
IND,India,2050,76754362.0
IRL,Ireland,2023,4018030.0
IRL,Ireland,2024,4018030.0
IRL,Ireland,2025,4018030.0
IRL,Ireland,2026,4018030.0
IRL,Ireland,2027,4018030.0
IRL,Ireland,2028,4018030.0
IRL,Ireland,2029,4018030.0
IRL,Ireland,2030,4018030.0
IRL,Ireland,2031,4018030.0
IRL,Ireland,2032,4018030.0
IRL,Ireland,2033,4018030.0
IRL,Ireland,2034,4018030.0
IRL,Ireland,2035,4018030.0
IRL,Ireland,2036,4018030.0
IRL,Ireland,2037,4018030.0
IRL,Ireland,2038,4018030.0
IRL,Ireland,2039,4018030.0
IRL,Ireland,2040,4018030.0
IRL,Ireland,2041,4018030.0
IRL,Ireland,2042,4018030.0
IRL,Ireland,2043,4018030.0
IRL,Ireland,2044,4018030.0
IRL,Ireland,2045,4018030.0
IRL,Ireland,2046,4018030.0
IRL,Ireland,2047,4018030.0
IRL,Ireland,2048,4018030.0
IRL,Ireland,2049,4018030.0
IRL,Ireland,2050,4018030.0
IRN,Iran (Islamic Republic of),2023,55582000.0
IRN,Iran (Islamic Republic of),2024,55582000.0
IRN,Iran (Islamic Republic of),2025,55582000.0
IRN,Iran (Islamic Republic of),2026,55582000.0
IRN,Iran (Islamic Republic of),2027,55582000.0
IRN,Iran (Islamic Republic of),2028,55582000.0
IRN,Iran (Islamic Republic of),2029,55582000.0
IRN,Iran (Islamic Republic of),2030,55582000.0
IRN,Iran (Islamic Republic of),2031,55582000.0
IRN,Iran (Islamic Republic of),2032,55582000.0
IRN,Iran (Islamic Republic of),2033,55582000.0
IRN,Iran (Islamic Republic of),2034,55582000.0
IRN,Iran (Islamic Republic of),2035,55582000.0
IRN,Iran (Islamic Republic of),2036,55582000.0
IRN,Iran (Islamic Republic of),2037,55582000.0
IRN,Iran (Islamic Republic of),2038,55582000.0
IRN,Iran (Islamic Republic of),2039,55582000.0
IRN,Iran (Islamic Republic of),2040,55582000.0
IRN,Iran (Islamic Republic of),2041,55582000.0
IRN,Iran (Islamic Republic of),2042,55582000.0
IRN,Iran (Islamic Republic of),2043,55582000.0
IRN,Iran (Islamic Republic of),2044,55582000.0
IRN,Iran (Islamic Republic of),2045,55582000.0
IRN,Iran (Islamic Republic of),2046,55582000.0
IRN,Iran (Islamic Republic of),2047,55582000.0
IRN,Iran (Islamic Republic of),2048,55582000.0
IRN,Iran (Islamic Republic of),2049,55582000.0
IRN,Iran (Islamic Republic of),2050,55582000.0
IRQ,Iraq,2023,6784517.0
IRQ,Iraq,2024,6784517.0
IRQ,Iraq,2025,6784517.0
IRQ,Iraq,2026,6784517.0
IRQ,Iraq,2027,6784517.0
IRQ,Iraq,2028,6784517.0
IRQ,Iraq,2029,6784517.0
IRQ,Iraq,2030,6784517.0
IRQ,Iraq,2031,6784517.0
IRQ,Iraq,2032,6784517.0
IRQ,Iraq,2033,6784517.0
IRQ,Iraq,2034,6784517.0
IRQ,Iraq,2035,6784517.0
IRQ,Iraq,2036,6784517.0
IRQ,Iraq,2037,6784517.0
IRQ,Iraq,2038,6784517.0
IRQ,Iraq,2039,6784517.0
IRQ,Iraq,2040,6784517.0
IRQ,Iraq,2041,6784517.0
IRQ,Iraq,2042,6784517.0
IRQ,Iraq,2043,6784517.0
IRQ,Iraq,2044,6784517.0
IRQ,Iraq,2045,6784517.0
IRQ,Iraq,2046,6784517.0
IRQ,Iraq,2047,6784517.0
IRQ,Iraq,2048,6784517.0
IRQ,Iraq,2049,6784517.0
IRQ,Iraq,2050,6784517.0
ISL,Iceland,2023,365290.0
ISL,Iceland,2024,365290.0
ISL,Iceland,2025,365290.0
ISL,Iceland,2026,365290.0
ISL,Iceland,2027,365290.0
ISL,Iceland,2028,365290.0
ISL,Iceland,2029,365290.0
ISL,Iceland,2030,365290.0
ISL,Iceland,2031,365290.0
ISL,Iceland,2032,365290.0
ISL,Iceland,2033,365290.0
ISL,Iceland,2034,365290.0
ISL,Iceland,2035,365290.0
ISL,Iceland,2036,365290.0
ISL,Iceland,2037,365290.0
ISL,Iceland,2038,365290.0
ISL,Iceland,2039,365290.0
ISL,Iceland,2040,365290.0
ISL,Iceland,2041,365290.0
ISL,Iceland,2042,365290.0
ISL,Iceland,2043,365290.0
ISL,Iceland,2044,365290.0
ISL,Iceland,2045,365290.0
ISL,Iceland,2046,365290.0
ISL,Iceland,2047,365290.0
ISL,Iceland,2048,365290.0
ISL,Iceland,2049,365290.0
ISL,Iceland,2050,365290.0
ISR,Israel,2023,550000.0
ISR,Israel,2024,550000.0
ISR,Israel,2025,550000.0
ISR,Israel,2026,550000.0
ISR,Israel,2027,550000.0
ISR,Israel,2028,550000.0
ISR,Israel,2029,550000.0
ISR,Israel,2030,550000.0
ISR,Israel,2031,550000.0
ISR,Israel,2032,550000.0
ISR,Israel,2033,550000.0
ISR,Israel,2034,550000.0
ISR,Israel,2035,550000.0
ISR,Israel,2036,550000.0
ISR,Israel,2037,550000.0
ISR,Israel,2038,550000.0
ISR,Israel,2039,550000.0
ISR,Israel,2040,550000.0
ISR,Israel,2041,550000.0
ISR,Israel,2042,550000.0
ISR,Israel,2043,550000.0
ISR,Israel,2044,550000.0
ISR,Israel,2045,550000.0
ISR,Israel,2046,550000.0
ISR,Israel,2047,550000.0
ISR,Israel,2048,550000.0
ISR,Israel,2049,550000.0
ISR,Israel,2050,550000.0
ITA,Italy,2023,6568000.0
ITA,Italy,2024,6568000.0
ITA,Italy,2025,6568000.0
ITA,Italy,2026,6568000.0
ITA,Italy,2027,6568000.0
ITA,Italy,2028,6568000.0
ITA,Italy,2029,6568000.0
ITA,Italy,2030,6568000.0
ITA,Italy,2031,6568000.0
ITA,Italy,2032,6568000.0
ITA,Italy,2033,6568000.0
ITA,Italy,2034,6568000.0
ITA,Italy,2035,6568000.0
ITA,Italy,2036,6568000.0
ITA,Italy,2037,6568000.0
ITA,Italy,2038,6568000.0
ITA,Italy,2039,6568000.0
ITA,Italy,2040,6568000.0
ITA,Italy,2041,6568000.0
ITA,Italy,2042,6568000.0
ITA,Italy,2043,6568000.0
ITA,Italy,2044,6568000.0
ITA,Italy,2045,6568000.0
ITA,Italy,2046,6568000.0
ITA,Italy,2047,6568000.0
ITA,Italy,2048,6568000.0
ITA,Italy,2049,6568000.0
ITA,Italy,2050,6568000.0
JAM,Jamaica,2023,1310.0
JAM,Jamaica,2024,1310.0
JAM,Jamaica,2025,1310.0
JAM,Jamaica,2026,1310.0
JAM,Jamaica,2027,1310.0
JAM,Jamaica,2028,1310.0
JAM,Jamaica,2029,1310.0
JAM,Jamaica,2030,1310.0
JAM,Jamaica,2031,1310.0
JAM,Jamaica,2032,1310.0
JAM,Jamaica,2033,1310.0
JAM,Jamaica,2034,1310.0
JAM,Jamaica,2035,1310.0
JAM,Jamaica,2036,1310.0
JAM,Jamaica,2037,1310.0
JAM,Jamaica,2038,1310.0
JAM,Jamaica,2039,1310.0
JAM,Jamaica,2040,1310.0
JAM,Jamaica,2041,1310.0
JAM,Jamaica,2042,1310.0
JAM,Jamaica,2043,1310.0
JAM,Jamaica,2044,1310.0
JAM,Jamaica,2045,1310.0
JAM,Jamaica,2046,1310.0
JAM,Jamaica,2047,1310.0
JAM,Jamaica,2048,1310.0
JAM,Jamaica,2049,1310.0
JAM,Jamaica,2050,1310.0
JOR,Jordan,2023,2961717.0
JOR,Jordan,2024,2961717.0
JOR,Jordan,2025,2961717.0
JOR,Jordan,2026,2961717.0
JOR,Jordan,2027,2961717.0
JOR,Jordan,2028,2961717.0
JOR,Jordan,2029,2961717.0
JOR,Jordan,2030,2961717.0
JOR,Jordan,2031,2961717.0
JOR,Jordan,2032,2961717.0
JOR,Jordan,2033,2961717.0
JOR,Jordan,2034,2961717.0
JOR,Jordan,2035,2961717.0
JOR,Jordan,2036,2961717.0
JOR,Jordan,2037,2961717.0
JOR,Jordan,2038,2961717.0
JOR,Jordan,2039,2961717.0
JOR,Jordan,2040,2961717.0
JOR,Jordan,2041,2961717.0
JOR,Jordan,2042,2961717.0
JOR,Jordan,2043,2961717.0
JOR,Jordan,2044,2961717.0
JOR,Jordan,2045,2961717.0
JOR,Jordan,2046,2961717.0
JOR,Jordan,2047,2961717.0
JOR,Jordan,2048,2961717.0
JOR,Jordan,2049,2961717.0
JOR,Jordan,2050,2961717.0
JPN,Japan,2023,14477.0
JPN,Japan,2024,14477.0
JPN,Japan,2025,14477.0
JPN,Japan,2026,14477.0
JPN,Japan,2027,14477.0
JPN,Japan,2028,14477.0
JPN,Japan,2029,14477.0
JPN,Japan,2030,14477.0
JPN,Japan,2031,14477.0
JPN,Japan,2032,14477.0
JPN,Japan,2033,14477.0
JPN,Japan,2034,14477.0
JPN,Japan,2035,14477.0
JPN,Japan,2036,14477.0
JPN,Japan,2037,14477.0
JPN,Japan,2038,14477.0
JPN,Japan,2039,14477.0
JPN,Japan,2040,14477.0
JPN,Japan,2041,14477.0
JPN,Japan,2042,14477.0
JPN,Japan,2043,14477.0
JPN,Japan,2044,14477.0
JPN,Japan,2045,14477.0
JPN,Japan,2046,14477.0
JPN,Japan,2047,14477.0
JPN,Japan,2048,14477.0
JPN,Japan,2049,14477.0
JPN,Japan,2050,14477.0
KAZ,Kazakhstan,2023,16959015.0
KAZ,Kazakhstan,2024,16959015.0
KAZ,Kazakhstan,2025,16959015.0
KAZ,Kazakhstan,2026,16959015.0
KAZ,Kazakhstan,2027,16959015.0
KAZ,Kazakhstan,2028,16959015.0
KAZ,Kazakhstan,2029,16959015.0
KAZ,Kazakhstan,2030,16959015.0
KAZ,Kazakhstan,2031,16959015.0
KAZ,Kazakhstan,2032,16959015.0
KAZ,Kazakhstan,2033,16959015.0
KAZ,Kazakhstan,2034,16959015.0
KAZ,Kazakhstan,2035,16959015.0
KAZ,Kazakhstan,2036,16959015.0
KAZ,Kazakhstan,2037,16959015.0
KAZ,Kazakhstan,2038,16959015.0
KAZ,Kazakhstan,2039,16959015.0
KAZ,Kazakhstan,2040,16959015.0
KAZ,Kazakhstan,2041,16959015.0
KAZ,Kazakhstan,2042,16959015.0
KAZ,Kazakhstan,2043,16959015.0
KAZ,Kazakhstan,2044,16959015.0
KAZ,Kazakhstan,2045,16959015.0
KAZ,Kazakhstan,2046,16959015.0
KAZ,Kazakhstan,2047,16959015.0
KAZ,Kazakhstan,2048,16959015.0
KAZ,Kazakhstan,2049,16959015.0
KAZ,Kazakhstan,2050,16959015.0
KEN,Kenya,2023,21333288.0
KEN,Kenya,2024,21333288.0
KEN,Kenya,2025,21333288.0
KEN,Kenya,2026,21333288.0
KEN,Kenya,2027,21333288.0
KEN,Kenya,2028,21333288.0
KEN,Kenya,2029,21333288.0
KEN,Kenya,2030,21333288.0
KEN,Kenya,2031,21333288.0
KEN,Kenya,2032,21333288.0
KEN,Kenya,2033,21333288.0
KEN,Kenya,2034,21333288.0
KEN,Kenya,2035,21333288.0
KEN,Kenya,2036,21333288.0
KEN,Kenya,2037,21333288.0
KEN,Kenya,2038,21333288.0
KEN,Kenya,2039,21333288.0
KEN,Kenya,2040,21333288.0
KEN,Kenya,2041,21333288.0
KEN,Kenya,2042,21333288.0
KEN,Kenya,2043,21333288.0
KEN,Kenya,2044,21333288.0
KEN,Kenya,2045,21333288.0
KEN,Kenya,2046,21333288.0
KEN,Kenya,2047,21333288.0
KEN,Kenya,2048,21333288.0
KEN,Kenya,2049,21333288.0
KEN,Kenya,2050,21333288.0
KGZ,Kyrgyzstan,2023,5515593.0
KGZ,Kyrgyzstan,2024,5515593.0
KGZ,Kyrgyzstan,2025,5515593.0
KGZ,Kyrgyzstan,2026,5515593.0
KGZ,Kyrgyzstan,2027,5515593.0
KGZ,Kyrgyzstan,2028,5515593.0
KGZ,Kyrgyzstan,2029,5515593.0
KGZ,Kyrgyzstan,2030,5515593.0
KGZ,Kyrgyzstan,2031,5515593.0
KGZ,Kyrgyzstan,2032,5515593.0
KGZ,Kyrgyzstan,2033,5515593.0
KGZ,Kyrgyzstan,2034,5515593.0
KGZ,Kyrgyzstan,2035,5515593.0
KGZ,Kyrgyzstan,2036,5515593.0
KGZ,Kyrgyzstan,2037,5515593.0
KGZ,Kyrgyzstan,2038,5515593.0
KGZ,Kyrgyzstan,2039,5515593.0
KGZ,Kyrgyzstan,2040,5515593.0
KGZ,Kyrgyzstan,2041,5515593.0
KGZ,Kyrgyzstan,2042,5515593.0
KGZ,Kyrgyzstan,2043,5515593.0
KGZ,Kyrgyzstan,2044,5515593.0
KGZ,Kyrgyzstan,2045,5515593.0
KGZ,Kyrgyzstan,2046,5515593.0
KGZ,Kyrgyzstan,2047,5515593.0
KGZ,Kyrgyzstan,2048,5515593.0
KGZ,Kyrgyzstan,2049,5515593.0
KGZ,Kyrgyzstan,2050,5515593.0
KHM,Cambodia,2023,0.0
KHM,Cambodia,2024,0.0
KHM,Cambodia,2025,0.0
KHM,Cambodia,2026,0.0
KHM,Cambodia,2027,0.0
KHM,Cambodia,2028,0.0
KHM,Cambodia,2029,0.0
KHM,Cambodia,2030,0.0
KHM,Cambodia,2031,0.0
KHM,Cambodia,2032,0.0
KHM,Cambodia,2033,0.0
KHM,Cambodia,2034,0.0
KHM,Cambodia,2035,0.0
KHM,Cambodia,2036,0.0
KHM,Cambodia,2037,0.0
KHM,Cambodia,2038,0.0
KHM,Cambodia,2039,0.0
KHM,Cambodia,2040,0.0
KHM,Cambodia,2041,0.0
KHM,Cambodia,2042,0.0
KHM,Cambodia,2043,0.0
KHM,Cambodia,2044,0.0
KHM,Cambodia,2045,0.0
KHM,Cambodia,2046,0.0
KHM,Cambodia,2047,0.0
KHM,Cambodia,2048,0.0
KHM,Cambodia,2049,0.0
KHM,Cambodia,2050,0.0
KIR,Kiribati,2023,0.0
KIR,Kiribati,2024,0.0
KIR,Kiribati,2025,0.0
KIR,Kiribati,2026,0.0
KIR,Kiribati,2027,0.0
KIR,Kiribati,2028,0.0
KIR,Kiribati,2029,0.0
KIR,Kiribati,2030,0.0
KIR,Kiribati,2031,0.0
KIR,Kiribati,2032,0.0
KIR,Kiribati,2033,0.0
KIR,Kiribati,2034,0.0
KIR,Kiribati,2035,0.0
KIR,Kiribati,2036,0.0
KIR,Kiribati,2037,0.0
KIR,Kiribati,2038,0.0
KIR,Kiribati,2039,0.0
KIR,Kiribati,2040,0.0
KIR,Kiribati,2041,0.0
KIR,Kiribati,2042,0.0
KIR,Kiribati,2043,0.0
KIR,Kiribati,2044,0.0
KIR,Kiribati,2045,0.0
KIR,Kiribati,2046,0.0
KIR,Kiribati,2047,0.0
KIR,Kiribati,2048,0.0
KIR,Kiribati,2049,0.0
KIR,Kiribati,2050,0.0
KNA,Saint Kitts and Nevis,2023,12000.0
KNA,Saint Kitts and Nevis,2024,12000.0
KNA,Saint Kitts and Nevis,2025,12000.0
KNA,Saint Kitts and Nevis,2026,12000.0
KNA,Saint Kitts and Nevis,2027,12000.0
KNA,Saint Kitts and Nevis,2028,12000.0
KNA,Saint Kitts and Nevis,2029,12000.0
KNA,Saint Kitts and Nevis,2030,12000.0
KNA,Saint Kitts and Nevis,2031,12000.0
KNA,Saint Kitts and Nevis,2032,12000.0
KNA,Saint Kitts and Nevis,2033,12000.0
KNA,Saint Kitts and Nevis,2034,12000.0
KNA,Saint Kitts and Nevis,2035,12000.0
KNA,Saint Kitts and Nevis,2036,12000.0
KNA,Saint Kitts and Nevis,2037,12000.0
KNA,Saint Kitts and Nevis,2038,12000.0
KNA,Saint Kitts and Nevis,2039,12000.0
KNA,Saint Kitts and Nevis,2040,12000.0
KNA,Saint Kitts and Nevis,2041,12000.0
KNA,Saint Kitts and Nevis,2042,12000.0
KNA,Saint Kitts and Nevis,2043,12000.0
KNA,Saint Kitts and Nevis,2044,12000.0
KNA,Saint Kitts and Nevis,2045,12000.0
KNA,Saint Kitts and Nevis,2046,12000.0
KNA,Saint Kitts and Nevis,2047,12000.0
KNA,Saint Kitts and Nevis,2048,12000.0
KNA,Saint Kitts and Nevis,2049,12000.0
KNA,Saint Kitts and Nevis,2050,12000.0
KOR,Republic of Korea,2023,1589.0
KOR,Republic of Korea,2024,1589.0
KOR,Republic of Korea,2025,1589.0
KOR,Republic of Korea,2026,1589.0
KOR,Republic of Korea,2027,1589.0
KOR,Republic of Korea,2028,1589.0
KOR,Republic of Korea,2029,1589.0
KOR,Republic of Korea,2030,1589.0
KOR,Republic of Korea,2031,1589.0
KOR,Republic of Korea,2032,1589.0
KOR,Republic of Korea,2033,1589.0
KOR,Republic of Korea,2034,1589.0
KOR,Republic of Korea,2035,1589.0
KOR,Republic of Korea,2036,1589.0
KOR,Republic of Korea,2037,1589.0
KOR,Republic of Korea,2038,1589.0
KOR,Republic of Korea,2039,1589.0
KOR,Republic of Korea,2040,1589.0
KOR,Republic of Korea,2041,1589.0
KOR,Republic of Korea,2042,1589.0
KOR,Republic of Korea,2043,1589.0
KOR,Republic of Korea,2044,1589.0
KOR,Republic of Korea,2045,1589.0
KOR,Republic of Korea,2046,1589.0
KOR,Republic of Korea,2047,1589.0
KOR,Republic of Korea,2048,1589.0
KOR,Republic of Korea,2049,1589.0
KOR,Republic of Korea,2050,1589.0
KWT,Kuwait,2023,765149.0
KWT,Kuwait,2024,765149.0
KWT,Kuwait,2025,765149.0
KWT,Kuwait,2026,765149.0
KWT,Kuwait,2027,765149.0
KWT,Kuwait,2028,765149.0
KWT,Kuwait,2029,765149.0
KWT,Kuwait,2030,765149.0
KWT,Kuwait,2031,765149.0
KWT,Kuwait,2032,765149.0
KWT,Kuwait,2033,765149.0
KWT,Kuwait,2034,765149.0
KWT,Kuwait,2035,765149.0
KWT,Kuwait,2036,765149.0
KWT,Kuwait,2037,765149.0
KWT,Kuwait,2038,765149.0
KWT,Kuwait,2039,765149.0
KWT,Kuwait,2040,765149.0
KWT,Kuwait,2041,765149.0
KWT,Kuwait,2042,765149.0
KWT,Kuwait,2043,765149.0
KWT,Kuwait,2044,765149.0
KWT,Kuwait,2045,765149.0
KWT,Kuwait,2046,765149.0
KWT,Kuwait,2047,765149.0
KWT,Kuwait,2048,765149.0
KWT,Kuwait,2049,765149.0
KWT,Kuwait,2050,765149.0
LAO,Lao People's Democratic Republic,2023,0.0
LAO,Lao People's Democratic Republic,2024,0.0
LAO,Lao People's Democratic Republic,2025,0.0
LAO,Lao People's Democratic Republic,2026,0.0
LAO,Lao People's Democratic Republic,2027,0.0
LAO,Lao People's Democratic Republic,2028,0.0
LAO,Lao People's Democratic Republic,2029,0.0
LAO,Lao People's Democratic Republic,2030,0.0
LAO,Lao People's Democratic Republic,2031,0.0
LAO,Lao People's Democratic Republic,2032,0.0
LAO,Lao People's Democratic Republic,2033,0.0
LAO,Lao People's Democratic Republic,2034,0.0
LAO,Lao People's Democratic Republic,2035,0.0
LAO,Lao People's Democratic Republic,2036,0.0
LAO,Lao People's Democratic Republic,2037,0.0
LAO,Lao People's Democratic Republic,2038,0.0
LAO,Lao People's Democratic Republic,2039,0.0
LAO,Lao People's Democratic Republic,2040,0.0
LAO,Lao People's Democratic Republic,2041,0.0
LAO,Lao People's Democratic Republic,2042,0.0
LAO,Lao People's Democratic Republic,2043,0.0
LAO,Lao People's Democratic Republic,2044,0.0
LAO,Lao People's Democratic Republic,2045,0.0
LAO,Lao People's Democratic Republic,2046,0.0
LAO,Lao People's Democratic Republic,2047,0.0
LAO,Lao People's Democratic Republic,2048,0.0
LAO,Lao People's Democratic Republic,2049,0.0
LAO,Lao People's Democratic Republic,2050,0.0
LBN,Lebanon,2023,439617.0
LBN,Lebanon,2024,439617.0
LBN,Lebanon,2025,439617.0
LBN,Lebanon,2026,439617.0
LBN,Lebanon,2027,439617.0
LBN,Lebanon,2028,439617.0
LBN,Lebanon,2029,439617.0
LBN,Lebanon,2030,439617.0
LBN,Lebanon,2031,439617.0
LBN,Lebanon,2032,439617.0
LBN,Lebanon,2033,439617.0
LBN,Lebanon,2034,439617.0
LBN,Lebanon,2035,439617.0
LBN,Lebanon,2036,439617.0
LBN,Lebanon,2037,439617.0
LBN,Lebanon,2038,439617.0
LBN,Lebanon,2039,439617.0
LBN,Lebanon,2040,439617.0
LBN,Lebanon,2041,439617.0
LBN,Lebanon,2042,439617.0
LBN,Lebanon,2043,439617.0
LBN,Lebanon,2044,439617.0
LBN,Lebanon,2045,439617.0
LBN,Lebanon,2046,439617.0
LBN,Lebanon,2047,439617.0
LBN,Lebanon,2048,439617.0
LBN,Lebanon,2049,439617.0
LBN,Lebanon,2050,439617.0
LBR,Liberia,2023,291066.0
LBR,Liberia,2024,291066.0
LBR,Liberia,2025,291066.0
LBR,Liberia,2026,291066.0
LBR,Liberia,2027,291066.0
LBR,Liberia,2028,291066.0
LBR,Liberia,2029,291066.0
LBR,Liberia,2030,291066.0
LBR,Liberia,2031,291066.0
LBR,Liberia,2032,291066.0
LBR,Liberia,2033,291066.0
LBR,Liberia,2034,291066.0
LBR,Liberia,2035,291066.0
LBR,Liberia,2036,291066.0
LBR,Liberia,2037,291066.0
LBR,Liberia,2038,291066.0
LBR,Liberia,2039,291066.0
LBR,Liberia,2040,291066.0
LBR,Liberia,2041,291066.0
LBR,Liberia,2042,291066.0
LBR,Liberia,2043,291066.0
LBR,Liberia,2044,291066.0
LBR,Liberia,2045,291066.0
LBR,Liberia,2046,291066.0
LBR,Liberia,2047,291066.0
LBR,Liberia,2048,291066.0
LBR,Liberia,2049,291066.0
LBR,Liberia,2050,291066.0
LBY,Libya,2023,7344519.0
LBY,Libya,2024,7344519.0
LBY,Libya,2025,7344519.0
LBY,Libya,2026,7344519.0
LBY,Libya,2027,7344519.0
LBY,Libya,2028,7344519.0
LBY,Libya,2029,7344519.0
LBY,Libya,2030,7344519.0
LBY,Libya,2031,7344519.0
LBY,Libya,2032,7344519.0
LBY,Libya,2033,7344519.0
LBY,Libya,2034,7344519.0
LBY,Libya,2035,7344519.0
LBY,Libya,2036,7344519.0
LBY,Libya,2037,7344519.0
LBY,Libya,2038,7344519.0
LBY,Libya,2039,7344519.0
LBY,Libya,2040,7344519.0
LBY,Libya,2041,7344519.0
LBY,Libya,2042,7344519.0
LBY,Libya,2043,7344519.0
LBY,Libya,2044,7344519.0
LBY,Libya,2045,7344519.0
LBY,Libya,2046,7344519.0
LBY,Libya,2047,7344519.0
LBY,Libya,2048,7344519.0
LBY,Libya,2049,7344519.0
LBY,Libya,2050,7344519.0
LCA,Saint Lucia,2023,8964.0
LCA,Saint Lucia,2024,8964.0
LCA,Saint Lucia,2025,8964.0
LCA,Saint Lucia,2026,8964.0
LCA,Saint Lucia,2027,8964.0
LCA,Saint Lucia,2028,8964.0
LCA,Saint Lucia,2029,8964.0
LCA,Saint Lucia,2030,8964.0
LCA,Saint Lucia,2031,8964.0
LCA,Saint Lucia,2032,8964.0
LCA,Saint Lucia,2033,8964.0
LCA,Saint Lucia,2034,8964.0
LCA,Saint Lucia,2035,8964.0
LCA,Saint Lucia,2036,8964.0
LCA,Saint Lucia,2037,8964.0
LCA,Saint Lucia,2038,8964.0
LCA,Saint Lucia,2039,8964.0
LCA,Saint Lucia,2040,8964.0
LCA,Saint Lucia,2041,8964.0
LCA,Saint Lucia,2042,8964.0
LCA,Saint Lucia,2043,8964.0
LCA,Saint Lucia,2044,8964.0
LCA,Saint Lucia,2045,8964.0
LCA,Saint Lucia,2046,8964.0
LCA,Saint Lucia,2047,8964.0
LCA,Saint Lucia,2048,8964.0
LCA,Saint Lucia,2049,8964.0
LCA,Saint Lucia,2050,8964.0
LKA,Sri Lanka,2023,12200.0
LKA,Sri Lanka,2024,12200.0
LKA,Sri Lanka,2025,12200.0
LKA,Sri Lanka,2026,12200.0
LKA,Sri Lanka,2027,12200.0
LKA,Sri Lanka,2028,12200.0
LKA,Sri Lanka,2029,12200.0
LKA,Sri Lanka,2030,12200.0
LKA,Sri Lanka,2031,12200.0
LKA,Sri Lanka,2032,12200.0
LKA,Sri Lanka,2033,12200.0
LKA,Sri Lanka,2034,12200.0
LKA,Sri Lanka,2035,12200.0
LKA,Sri Lanka,2036,12200.0
LKA,Sri Lanka,2037,12200.0
LKA,Sri Lanka,2038,12200.0
LKA,Sri Lanka,2039,12200.0
LKA,Sri Lanka,2040,12200.0
LKA,Sri Lanka,2041,12200.0
LKA,Sri Lanka,2042,12200.0
LKA,Sri Lanka,2043,12200.0
LKA,Sri Lanka,2044,12200.0
LKA,Sri Lanka,2045,12200.0
LKA,Sri Lanka,2046,12200.0
LKA,Sri Lanka,2047,12200.0
LKA,Sri Lanka,2048,12200.0
LKA,Sri Lanka,2049,12200.0
LKA,Sri Lanka,2050,12200.0
LSO,Lesotho,2023,2377809.0
LSO,Lesotho,2024,2377809.0
LSO,Lesotho,2025,2377809.0
LSO,Lesotho,2026,2377809.0
LSO,Lesotho,2027,2377809.0
LSO,Lesotho,2028,2377809.0
LSO,Lesotho,2029,2377809.0
LSO,Lesotho,2030,2377809.0
LSO,Lesotho,2031,2377809.0
LSO,Lesotho,2032,2377809.0
LSO,Lesotho,2033,2377809.0
LSO,Lesotho,2034,2377809.0
LSO,Lesotho,2035,2377809.0
LSO,Lesotho,2036,2377809.0
LSO,Lesotho,2037,2377809.0
LSO,Lesotho,2038,2377809.0
LSO,Lesotho,2039,2377809.0
LSO,Lesotho,2040,2377809.0
LSO,Lesotho,2041,2377809.0
LSO,Lesotho,2042,2377809.0
LSO,Lesotho,2043,2377809.0
LSO,Lesotho,2044,2377809.0
LSO,Lesotho,2045,2377809.0
LSO,Lesotho,2046,2377809.0
LSO,Lesotho,2047,2377809.0
LSO,Lesotho,2048,2377809.0
LSO,Lesotho,2049,2377809.0
LSO,Lesotho,2050,2377809.0
LTU,Lithuania,2023,135640.0
LTU,Lithuania,2024,135640.0
LTU,Lithuania,2025,135640.0
LTU,Lithuania,2026,135640.0
LTU,Lithuania,2027,135640.0
LTU,Lithuania,2028,135640.0
LTU,Lithuania,2029,135640.0
LTU,Lithuania,2030,135640.0
LTU,Lithuania,2031,135640.0
LTU,Lithuania,2032,135640.0
LTU,Lithuania,2033,135640.0
